libsecret 0.20.5-2
libselinux 3.4-1
libsepol 3.4-1
libshout 1:2.4.6-1
libsigc++ 2.10.8-1
libslirp 4.7.0-1
libsm 1.2.3-3
libsndfile 1.1.0-2
libsodium 1.0.18-2
libsoup 2.74.2-2
libsoup3 3.0.7-1
libsoxr 0.1.3-2
libspectre 0.2.10-1
libspiro 1:20220722-1
libspnav 1.0-1
libsrtp 1:2.4.2-1
libssh 0.10.2-1
libssh2 1.10.0-1
libstaroffice 0.0.7-2
libstemmer 2.2.0-2
libsynctex 2022.62885-1
libsysprof-capture 3.44.0-2
libtar 1.2.20-6
libtasn1 4.19.0-1
libteam 1.31-5
libtermkey 0.22-2
libthai 0.1.29-1
libtheora 1.1.1-5
libtiff 4.4.0-4
libtirpc 1.3.3-1
libtommath 1.2.0-3
libtool 2.4.7-5
libtorrent-rasterbar 1:2.0.7-1
libuninameslist 20211114-1
libunistring 1.0-1
libunrar 1:6.1.7-1
libunwind 1.6.2-1
libupnp 1.14.13-1
liburcu 0.13.2-1
liburing 2.2-1
libusb 1.0.26-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-3
libuv 1.44.2-1
libva 2.15.0-2
libva-intel-driver 2.4.1-2
libva-utils 2.15.0-1
libvdpau 1.5-1
libverto 0.3.2-4
libvirt 1:8.7.0-1
libvirt-glib 4.0.0-2
libvirt-python 1:8.7.0-1
libvirt-sandbox 0.8.0-2
libvisio 0.1.7-7
libvisual 0.4.0-8
libvoikko 4.3.1-2
libvorbis 1.3.7-3
libvpx 1.12.0-1
libvterm01 0.1.4-2
libwacom 2.4.0-1
libwebp 1.2.4-1
libwmf 0.2.12-2
libwpd 0.10.3-3
libwpe 1.12.3-1
libwpg 0.3.3-3
libwps 0.4.12-1
libx11 1.8.1-3
libxau 1.0.10-1
libxaw 1.0.14-1
libxcb 1.15-1
libxcomposite 0.4.5-4
libxcrypt 4.4.28-2
libxcursor 1.2.1-1
libxcvt 0.1.2-1
libxdamage 1.1.5-4
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-4
libxext 1.3.4-4
libxfixes 6.0.0-1
libxfont2 2.0.6-1
libxft 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-4
libxkbcommon 1.4.1-1
libxkbcommon-x11 1.4.1-1
libxkbfile 1.1.0-3
libxml2 2.10.2-2
libxmlb 0.3.9-1
libxmu 1.1.3-3
libxnvctrl 515.65.01-1
libxpm 3.5.13-3
libxrandr 1.5.2-4
libxrender 0.9.10-5
libxshmfence 1.3-3
libxslt 1.1.37-2
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.3-5
libxv 1.0.11-5
libxvmc 1.0.13-1
libxxf86vm 1.1.4-5
libyaml 0.2.5-1
libyuv r2322+3aebf69d-1
libzip 1.9.2-1
libzmf 0.0.2-12
licenses 20220125-1
lilv 0.24.18-1
linux 5.19.6.arch1-1
linux-api-headers 5.18.15-1
linux-firmware 20220815.8413c63-1
linux-firmware-whence 20220815.8413c63-1
llvm-libs 14.0.6-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
log4cplus 2.0.8-1
lpsolve 5.5.2.11-1
lrzip 0.651-2
lsb-release 2.0.r48.3cf5103-1
lshw B.02.19.2-5
lsof 4.95.0-1
lsscsi 0.32-1
lua 5.4.4-2
lua-lpeg 1.0.2-4
lua52 5.2.4-5
lua53 5.3.6-1
lua53-lpeg 1.0.2-4
luajit 2.1.0.beta3.r439.g633f265f-1
luit 20220111-1
lutris 0.5.11-1
lv2 1.18.8-1
lvm2 2.03.16-2
lxappearance 0.6.3-4
lxmenu-data 0.1.5-3
lxqt-themes 1.1.0-1
lxrandr 0.3.2-2
lxsession-gtk3 1:0.5.5-1
lz4 1:1.9.3-2
lzo 2.10-3
lzop 1.04-3
m4 1.4.19-1
mailcap 2.1.53-1
maim 5.7.4-3
make 4.3-3
mallard-ducktype 1.0.2-8
man-db 2.10.2-1
man-pages 5.13-1
mangohud 0.6.8-1
mangohud-common 0.6.8-1
mariadb 10.9.2-1
mariadb-clients 10.9.2-1
mariadb-libs 10.9.2-1
mate-desktop 1.26.0-1
mathjax 3.2.2-1
mathjax2 2.7.9-1
mbedtls 2.28.0-1
mc 4.8.28-1
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2
meld 3.21.3-2
memtest86+ 5.31b-1
menu-cache 1.1.0-3
mesa 22.1.7-1
mesa-utils 8.5.0-2
meson 0.63.1-2
mimeo 2022.7-3
minecraft-launcher 1:1.0.1221-1
mingw-w64-binutils 2.38-3
mingw-w64-crt 10.0.0-1
mingw-w64-gcc 12.1.0-1
mingw-w64-headers 10.0.0-1
mingw-w64-winpthreads 10.0.0-1
miniupnpc 2.2.3-1
minizip 1:1.2.12-2
mjpegtools 2.2.1-1
mkinitcpio 31-3
mkinitcpio-busybox 1.35.0-1
mlt 7.8.0-2
mobile-broadband-provider-info 20220725-1
monero 0.18.1.0-1
monero-gui 0.18.1.0-1
mpfr 4.1.0.p13-3
mpg123 1.30.2-1
mpv 1:0.34.1-5
mpv-mpris 0.8.1-1
msgpack-c 4.0.0-1
msmtp 1.8.22-2
msmtp-mta 1.8.22-2
mtdev 1.1.6-2
mtools 1:4.0.40-1
mtpfs 1.1-4
mujs 1.2.0-2
multipath-tools 0.9.0-1
mypy 0.971-1
nano 6.4-1
nautilus 42.2-1
nautilus-gnome-disks 0.1.1-2
nbd 3.24-1
ncdu 2.1.2-1
ncurses 6.3-3
ndctl 74-1
ndisc6 1.0.5-1
neofetch 7.1.0-2
neon 0.32.2-1
neovim 0.7.2-3
nerd-fonts-dejavu-complete 2.1.0-3
nerd-fonts-jetbrains-mono 2.2.1-2
nerd-fonts-ubuntu-mono 2.1.0-2
net-snmp 5.9.1-4
net-tools 2.10-1
netavark 1.1.0-1
nettle 3.8.1-1
network-manager-applet 1.28.0-1
networkmanager 1.40.0-1
networkmanager-openconnect 1.2.8-2
networkmanager-openvpn 1.10.0-1
networkmanager-pptp 1.2.10-2
networkmanager-vpnc 1.2.8-2
newsflash 1.5.1-1
nextcloud-client 2:3.5.4-1
nfs-utils 2.6.2-1
nfsidmap 2.6.2-1
nilfs-utils 2.2.9-1
ninja 1.11.1-1
nlohmann-json 3.11.2-1
nm-connection-editor 1.28.0-1
node-gyp 9.1.0-1
nodejs 18.8.0-1
nodejs-nopt 6.0.0-1
noto-fonts 20220607-1
noto-fonts-extra 20220607-1
npm 8.19.0-1
npth 1.6-3
nspr 4.34.1-1
nss 3.82-1
ntfs-3g 2022.5.17-1
ntp 4.2.8.p15-1
numactl 2.0.14-3
numlockx 1.2-5
nuspell 5.1.0-2
nvidia 515.65.01-11
nvidia-settings 515.65.01-1
nvidia-utils 515.65.01-2
nvme-cli 2.1.2-1
nvtop 2.0.3-1
oath-toolkit 2.6.7-1
obs-studio 27.2.4-2
ocl-icd 2.3.1-1
oniguruma 6.9.8-1
openal 1.22.2-1
opencl-headers 2:2022.05.18-1
opencollada 1:1.6.68-2
opencolorio 2.1.2-1
openconnect 1:9.01-2
opencore-amr 0.1.6-1
openexr 3.1.5-1
openimagedenoise 1.4.3-1
openimageio 2.3.18.0-1
openjpeg2 2.5.0-1
openmpi 4.1.4-2
openpmix 4.2.0-1
openshadinglanguage 1.11.17.0-4
openssh 9.0p1-1
openssl 1.1.1.q-1
openssl-1.0 1.0.2.u-1
opensubdiv 3.4.4-11
openttd 12.2-3
openvdb 9.1.0-1
openvpn 2.5.7-1
openxr 1.0.24-1
optipng 0.7.7-2
opus 1.3.1-3
opusfile 0.12-2
orc 0.4.32-1
os-prober 1.80-1
osinfo-db 20220727-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
pacman 6.0.1-7
pacman-contrib 1.6.0-1
pacman-mirrorlist 20220828-1
pam 1.5.2-1
pambase 20211210-1
pamixer 1.6-2
pandoc 2.18-49
pango 1:1.50.9-1
pangomm 2.46.2-1
partclone 0.3.20-2
parted 3.5-1
partimage 0.6.9-13
paru 1.11.1-1
pastel 0.9.0-1
patch 2.7.6-8
patchelf 0.15.0-1
pavucontrol 1:5.0+r35+g964f298-1
pciutils 3.8.0-2
pcmanfm 1.3.2-1
pcre 8.45-1
pcre2 10.40-1
pcsclite 1.9.8-1
peek 1.5.1-3
perl 5.36.0-1
perl-clone 0.45-4
perl-encode-locale 1.05-9
perl-error 0.17029-4
perl-file-listing 6.15-2
perl-html-parser 3.78-2
perl-html-tagset 3.20-12
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-5
perl-http-message 6.37-1
perl-http-negotiate 6.01-10
perl-io-html 1.004-3
perl-libintl-perl 1.32-3
perl-libwww 6.67-1
perl-lwp-mediatypes 6.04-2
perl-mailtools 2.21-6
perl-net-http 6.22-2
perl-parse-yapp 1.21-5
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.12-1
perl-www-robotrules 6.02-10
perl-xml-parser 2.46-4
persepolis 3.2.0-7
pfetch 0.6.0-3
phodav 2.5-2
php 8.1.9-1
php-gd 8.1.9-1
php7 7.4.30-1
php7-gd 7.4.30-1
picard 2.8.3-1
picom-jonaburg-git 0.1-5
pinentry 1.2.0-1
pipewire 1:0.3.56-1
pipewire-docs 1:0.3.56-1
pipewire-jack 1:0.3.56-1
pipewire-pulse 1:0.3.56-1
pixman 0.40.0-2
pkcs11-helper 1.29.0-1
pkgconf 1.8.0-1
playerctl 2.4.1-2
podofo 0.9.8-1
polkit 121-1
polkit-gnome 0.105-9
polkit-qt5 0.114.0-1
polybar 3.6.3-2
poppler 22.09.0-1
poppler-glib 22.09.0-1
poppler-qt5 22.09.0-1
popt 1.18-3
portaudio 1:19.7.0-1
postgresql 14.5-1
postgresql-libs 14.5-1
potrace 1.16-2
ppp 2.4.9-1
pptpclient 1.10.0-2
prettier 2.7.1-1
procps-ng 3.3.17-1
progress 0.16-1
protobuf 21.4-1
protobuf-c 1.4.1-1
psmisc 23.5-1
ptex 2.4.2-1
pugixml 1.12.1-1
pulseaudio-qt 1.3-1
purpose 5.97.0-1
pybind11 2.10.0-1
pystring 1.1.3.git1-1
python 3.10.6-1
python-aiohttp 3.8.1-4
python-aiohttp-socks 0.7.1-4
python-aiorpcx 0.22.1-1
python-aiosignal 1.2.0-3
python-anyio 3.6.1-1
python-apipkg 3.0.1-1
python-appdirs 1.4.4-7
python-apsw 3.38.5-1
python-async-timeout 4.0.2-1
python-attrs 22.1.0-1
python-autocommand 2.2.1-1
python-automat 20.2.0-10
python-babel 2.10.3-1
python-beaker 1.11.0-8
python-beautifulsoup4 4.11.1-1
python-bitstring 3.1.9-3
python-black 22.8.0-1
python-blessings 1.7-9
python-brotli 1.0.9-8
python-brotlicffi 1.0.9.2-3
python-build 0.8.0-1
python-cachecontrol 1:0.12.11-1
python-cachy 0.3.0-7
python-cairo 1.21.0-1
python-cairocffi 1.3.0-2
python-cchardet 2.1.7-4
python-certifi 2022.06.15-1
python-cffi 1.15.1-1
python-chardet 5.0.0-1
python-charset-normalizer 2.1.1-1
python-cleo 1.0.0a5-2
python-click 8.1.3-1
python-clikit 0.6.2-7
python-colorama 0.4.5-1
python-commonmark 0.9.1-5
python-constantly 15.1.0-11
python-contextlib2 21.6.0-1
python-crashtest 0.4.0-1
python-cryptography 37.0.4-1
python-css-parser 1.0.7-1
python-cssselect 1.1.0-9
python-curtsies 0.3.10-2
python-cwcwidth 0.1.6-2
python-dateutil 2.8.2-4
python-deezer-py 1.3.7-1
python-deprecated 1.2.13-3
python-discid 1.2.0-7
python-distlib 0.3.6-1
python-distro 1.7.0-1
python-dnspython 1:2.2.1-1
python-docopt 0.6.2-11
python-docutils 1:0.19-1
python-dulwich 0.20.45-1
python-ecdsa 0.18.0-1
python-entrypoints 0.4-2
python-evdev 1.6.0-1
python-eventlet 0.33.1-1
python-ewmh 0.1.6-4
python-fasteners 0.17.3-1
python-feedparser 6.0.10-1
python-filelock 3.7.1-1
python-frozenlist 1.3.1-1
python-future 0.18.2-7
python-geoip 1.3.2-12
python-gobject 3.42.2-1
python-greenlet 1.1.3-1
python-h11 0.13.0-1
python-html2text 2020.1.16-5
python-html5-parser 0.4.10-3
python-html5lib 1.1-11
python-httpcore 0.15.0-1
python-httpx 0.23.0-2
python-hyperlink 21.0.0-4
python-idna 3.3-4
python-ifaddr 0.2.0-1
python-imagesize 1.4.1-1
python-importlib-metadata 4.8.2-1
python-incremental 21.3.0-5
python-inflate64 0.1.3-1
python-inflect 6.0.0-1
python-iniconfig 1.1.1-5
python-installer 0.5.1-1
python-isodate 0.6.1-1
python-isounidecode 0.3-3
python-jaraco.context 4.1.2-1
python-jaraco.functools 3.5.1-1
python-jaraco.text 3.9.1-1
python-jeepney 0.8.0-1
python-jinja 1:3.1.2-2
python-jsonpointer 2.3-1
python-jsonrpclib-pelix 0.4.3.2-1
python-jsonschema 4.14.0-1
python-keyring 23.4.0-1
python-keyutils 0.6-8
python-lark-parser 1.1.2-1
python-lockfile 0.12.2-11
python-lxml 4.9.1-1
python-mako 1.2.2-1
python-markdown 3.4.1-1
python-markupsafe 2.1.1-1
python-mccabe 0.7.0-1
python-mechanize 1:0.4.8-1
python-mock 3.0.5-9
python-monotonic 1.6-3
python-more-itertools 8.13.0-2
python-msgpack 1.0.4-1
python-multidict 6.0.2-1
python-multivolumefile 0.2.3-3
python-musicbrainzngs 0.7.1-5
python-mutagen 1.45.1-6
python-mypy_extensions 0.4.3-5
python-natsort 8.2.0-1
python-nautilus 1.2.3-7
python-netifaces 0.11.0-3
python-nose 1.3.7-14
python-nspektr 0.4.0-2
python-numpy 1.23.2-1
python-ordered-set 4.1.0-1
python-packaging 21.3-1
python-passlib 1.7.4-5
python-pastel 0.2.1-4
python-pathspec 0.10.1-1
python-pbkdf2 1.3-10
python-pbr 5.10.0-1
python-pdftotext 2.2.2-2
python-pep517 0.13.0-1
python-pexpect 4.8.0-6
python-pillow 9.2.0-1
python-pip 22.2.2-2
python-pipenv 2022.8.24-1
python-pkginfo 1.8.3-1
python-platformdirs 2.5.2-1
python-pluggy 1.0.0-1
python-ply 3.11-10
python-poetry 1.2.0-5
python-poetry-core 1.1.0-1
python-poetry-plugin-export 1.0.6-2
python-praw 7.6.0-1
python-prawcore 2.3.0-3
python-progress 1.6-5
python-protobuf 21.4-1
python-psutil 5.9.1-1
python-ptyprocess 0.7.0-4
python-pulsectl 1:22.3.2-2
python-py 1.11.0-1
python-py7zr 0.19.0-1
python-pyaes 1.6.1-9
python-pyaml 21.10.1-1
python-pyasn1 0.4.8-7
python-pyasn1-modules 0.2.8-6
python-pybcj 1.0.1-1
python-pychm 0.8.6-6
python-pycodestyle 2.9.1-1
python-pycountry 22.3.5-1
python-pycparser 2.21-3
python-pycryptodome 3.15.0-1
python-pycryptodomex 3.12.0-1
python-pydantic 1.10.1-1
python-pyflakes 2.5.0-1
python-pygments 2.13.0-1
python-pyjwt 2.4.0-1
python-pylast 5.0.0-2
python-pylev 1.4.0-4
python-pyliblo 0.10.0-9
python-pylyrics 1.1.0-3
python-pyopenssl 22.0.0-1
python-pyparsing 3.0.9-1
python-pyppmd 0.18.3-1
python-pypresence 4.2.1-2
python-pyqt5 5.15.7-1
python-pyqt5-sip 12.11.0-1
python-pyqt5-webengine 5.15.6-1
python-pyqt6 6.3.1-1
python-pyqt6-sip 13.4.0-1
python-pyqt6-webengine 6.3.1-1
python-pyrsistent 0.18.1-1
python-pysdl2 0.9.13-1
python-pysocks 1.7.1-7
python-pytest 7.1.3-1
python-python-socks 2.0.3-2
python-pytz 2022.1-1
python-pyxdg 0.28-1
python-pyzstd 0.15.3-1
python-qrcode 7.3.1-1
python-rdflib 6.2.0-1
python-redis 4.3.4-1
python-regex 2022.6.2-1
python-rencode 1.0.6-7
python-requests 2.28.1-1
python-requests-toolbelt 0.9.1-7
python-resolvelib 0.8.1-1
python-retrying 1.3.3-13
python-rfc3986 2.0.0-1
python-rfc3987 1.3.8-8
python-rich 12.5.1-1
python-secretstorage 3.3.3-1
python-send2trash 1.8.0-3
python-service-identity 21.1.0-4
python-setproctitle 1.3.1-1
python-setuptools 1:62.3.4-1
python-setuptools-scm 7.0.5-1
python-sgmllib3k 1.0.0-4
python-shellingham 1.5.0-1
python-six 1.16.0-6
python-sniffio 1.3.0-1
python-snowballstemmer 2.2.0-3
python-soupsieve 2.3.2.post1-1
python-sphinx 5.1.1-1
python-sphinx-alabaster-theme 0.7.12-9
python-sphinxcontrib-applehelp 1.0.2-8
python-sphinxcontrib-devhelp 1.0.2-8
python-sphinxcontrib-htmlhelp 2.0.0-3
python-sphinxcontrib-jsmath 1.0.1-11
python-sphinxcontrib-qthelp 1.0.3-8
python-sphinxcontrib-serializinghtml 1.1.5-3
python-spotipy 2.20.0-2
python-tenacity 8.0.1-3
python-texttable 1.6.4-3
python-toml 0.10.2-7
python-tomli 2.0.1-1
python-tomlkit 0.11.4-1
python-trove-classifiers 2022.8.31-1
python-twisted 22.1.0-1
python-typed-ast 1.5.4-1
python-typing_extensions 4.3.0-1
python-unrardll 0.1.5-1
python-update-checker 0.18.0-5
python-urllib3 1.26.12-1
python-validate-pyproject 0.10-1
python-virtualenv 20.12.1-1
python-virtualenv-clone 0.5.7-3
python-webcolors 1.12-1
python-webencodings 0.5.1-9
python-websocket-client 1.4.0-1
python-wheel 0.37.1-1
python-wrapt 1.14.1-1
python-xcffib 0.11.1-4
python-xlib 0.31-3
python-yaml 6.0-1
python-yarl 1.8.1-1
python-zeroconf 0.39.0-1
python-zipfile-deflate64 0.2.0-1
python-zipp 3.8.1-1
python-zope-interface 5.4.0-4
python2 2.7.18-5
python2-setuptools 2:44.1.1-2
qca-qt5 2.3.4-3
qcustomplot 2.1.0-1
qemu-audio-alsa 7.0.0-12
qemu-audio-dbus 7.0.0-12
qemu-audio-jack 7.0.0-12
qemu-audio-oss 7.0.0-12
qemu-audio-pa 7.0.0-12
qemu-audio-sdl 7.0.0-12
qemu-audio-spice 7.0.0-12
qemu-block-curl 7.0.0-12
qemu-block-dmg 7.0.0-12
qemu-block-nfs 7.0.0-12
qemu-block-ssh 7.0.0-12
qemu-chardev-spice 7.0.0-12
qemu-common 7.0.0-12
qemu-desktop 7.0.0-12
qemu-emulators-full 7.0.0-12
qemu-hw-display-qxl 7.0.0-12
qemu-hw-display-virtio-gpu 7.0.0-12
qemu-hw-display-virtio-gpu-gl 7.0.0-12
qemu-hw-display-virtio-gpu-pci 7.0.0-12
qemu-hw-display-virtio-gpu-pci-gl 7.0.0-12
qemu-hw-display-virtio-vga 7.0.0-12
qemu-hw-display-virtio-vga-gl 7.0.0-12
qemu-hw-s390x-virtio-gpu-ccw 7.0.0-12
qemu-hw-usb-host 7.0.0-12
qemu-hw-usb-redirect 7.0.0-12
qemu-hw-usb-smartcard 7.0.0-12
qemu-img 7.0.0-12
qemu-pr-helper 7.0.0-12
qemu-system-aarch64 7.0.0-12
qemu-system-alpha 7.0.0-12
qemu-system-arm 7.0.0-12
qemu-system-avr 7.0.0-12
qemu-system-cris 7.0.0-12
qemu-system-hppa 7.0.0-12
qemu-system-m68k 7.0.0-12
qemu-system-microblaze 7.0.0-12
qemu-system-mips 7.0.0-12
qemu-system-nios2 7.0.0-12
qemu-system-or1k 7.0.0-12
qemu-system-ppc 7.0.0-12
qemu-system-riscv 7.0.0-12
qemu-system-rx 7.0.0-12
qemu-system-s390x 7.0.0-12
qemu-system-sh4 7.0.0-12
qemu-system-sparc 7.0.0-12
qemu-system-tricore 7.0.0-12
qemu-system-x86 7.0.0-12
qemu-system-xtensa 7.0.0-12
qemu-tools 7.0.0-12
qemu-ui-curses 7.0.0-12
qemu-ui-dbus 7.0.0-12
qemu-ui-egl-headless 7.0.0-12
qemu-ui-gtk 7.0.0-12
qemu-ui-opengl 7.0.0-12
qemu-ui-sdl 7.0.0-12
qemu-ui-spice-app 7.0.0-12
qemu-ui-spice-core 7.0.0-12
qemu-user 7.0.0-12
qemu-vhost-user-gpu 7.0.0-12
qemu-virtiofsd 7.0.0-12
qhexedit2 0.8.9-1
qjackctl 0.9.7-2
qpdf 10.6.3-1
qqc2-desktop-style 5.97.0-1
qrencode 4.1.1-1
qscintilla-qt5 2.13.3-1
qt5-base 5.15.5+kde+r180-1
qt5-charts 5.15.5+kde+r1-1
qt5-declarative 5.15.5+kde+r19-1
qt5-graphicaleffects 5.15.5+kde+r0-1
qt5-imageformats 5.15.5+kde+r4-1
qt5-location 5.15.5+kde+r3-1
qt5-multimedia 5.15.5+kde+r1-1
qt5-networkauth 5.15.5+kde+r0-1
qt5-quickcontrols 5.15.5+kde+r0-1
qt5-quickcontrols2 5.15.5+kde+r6-1
qt5-speech 5.15.5+kde+r1-1
qt5-svg 5.15.5+kde+r11-1
qt5-tools 5.15.5+kde+r1-3
qt5-translations 5.15.5+kde+r2-1
qt5-wayland 5.15.5+kde+r38-3
qt5-webchannel 5.15.5+kde+r3-1
qt5-webengine 5.15.10-2
qt5-websockets 5.15.5+kde+r3-1
qt5-x11extras 5.15.5+kde+r0-1
qt5-xmlpatterns 5.15.5+kde+r0-1
qt5ct 1.5-2
qt6-5compat 6.3.1-1
qt6-base 6.3.1-1
qt6-declarative 6.3.1-1
qt6-imageformats 6.3.1-1
qt6-positioning 6.3.1-1
qt6-svg 6.3.1-1
qt6-translations 6.3.1-1
qt6-wayland 6.3.1-1
qt6-webchannel 6.3.1-1
qt6-webengine 6.3.1-1
qtile 0.21.0-1
qtile-extras-git r146.caee19b-1
qtkeychain-qt5 0.13.2-1
ragel 6.10-3
raptor 2.0.15-19
rar 6.12.0-1
rasqal 1:0.9.33-5
rav1e 0.5.1-2
rclone 1.59.1-1
re2 1:20220601-1
readline 8.1.002-1
redis 7.0.4-1
redland 1:1.0.17-8
redpaper-git 0.2.1.r16.aa00708-1
reflector 2021.11-5
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
ripgrep 13.0.0-2
rnnoise 0.4.1-1
rofi 1.7.5-1
rp-pppoe 3.15-2
rpcbind 1.2.6-2
rpcsvc-proto 1.4.3-1
rsync 3.2.5-2
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.0.0-2
ruby 3.0.4-9
ruby-abbrev 0.1.0-1
ruby-base64 0.1.1-1
ruby-benchmark 0.2.0-1
ruby-bigdecimal 3.1.2-1
ruby-bundledgems 3.0.4-9
ruby-bundler 2.3.19-1
ruby-cgi 0.3.2-1
ruby-csv 3.2.5-1
ruby-date 3.2.2-1
ruby-delegate 0.2.0-1
ruby-did_you_mean 1.6.1-1
ruby-digest 3.1.0-1
ruby-drb 2.1.0-1
ruby-english 0.7.1-1
ruby-erb 2.2.3-2
ruby-etc 1.3.0-2
ruby-fcntl 1.0.1-1
ruby-fiddle 1.1.0-1
ruby-fileutils 1.6.0-1
ruby-find 0.1.1-1
ruby-forwardable 1.3.2-1
ruby-getoptlong 0.1.1-1
ruby-io-console 0.5.11-1
ruby-io-nonblock 0.1.0-1
ruby-io-wait 0.2.3-1
ruby-ipaddr 1.2.4-1
ruby-irb 1.4.1-1
ruby-json 2.6.2-1
ruby-logger 1.5.1-1
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-1
ruby-net-http 0.2.2-1
ruby-open-uri 0.2.0-2
ruby-power_assert 2.0.1-1
ruby-psych 4.0.4-2
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-2
ruby-reline 0.3.1-1
ruby-rexml 3.2.5-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.4-9
ruby-stringio 3.0.2-1
ruby-test-unit 3.5.3-1
ruby-time 0.2.0-2
ruby-tmpdir 0.1.2-1
ruby-uri 0.11.0-2
rubygems 3.3.19-1
run-parts 5.5-1
runc 1.1.4-1
rust 1:1.63.0-1
rxvt-unicode 9.30-1
rxvt-unicode-terminfo 9.30-1
samba 4.16.4-3
sbc 2.0-1
screenkey 1.5-2
scrot 1.7-1
sdl12-compat 1.2.52-2
sdl2 2.24.0-1
sdl2_image 2.6.2-1
sdl_net 1.2.8-5
sdl_sound 1.0.3-8
sdparm 1.12-1
sdx 20110317-1
seabios 1.16.0-3
sed 4.8-1
semver 7.3.7-1
serd 0.30.14-1
sg3_utils 1.47-1
shaderc 2022.1-4
shadow 4.11.1-1
shared-mime-info 2.0+144+g13695c7-1
signon-kwallet-extension 22.08.0-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
skopeo 1.9.2-1
slang 2.3.3-1
sleuthkit 4.11.1-1
slop 7.5-7
smartmontools 7.3-1
smbclient 4.16.4-3
smpeg 0.4.5-5
snappy 1.1.9-2
snarf 7.0-8
sndio 1.9.0-1
solid 5.97.0-1
sonnet 5.97.0-1
sord 0.16.12-3
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2
spandsp 0.0.6-3
spdlog 1.10.0-3
speedtest-cli 2.1.3-2
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.0-1
spice-gtk 0.41-2
spirv-tools 2022.1-1
splix 2.0.0-16
sqlcipher 4.5.1-2
sqlite 3.39.2-2
sqlitebrowser 3.12.2-2
squashfs-tools 4.5.1-1
sratom 0.6.12-1
srt 1.5.0-1
stacer 1.1.0-1
starship 1.10.2-1
startup-notification 0.12-7
steam 1.0.0.75-1
stoken 0.92-4
strace 5.19-1
streamlink 4.3.0-1
sudo 1.9.11.p3-1
supermin 5.3.2-1
svt-av1 1.2.1-1
svt-hevc 1.5.1-2
swig 4.0.2-5
sxhkd 0.6.2-2
sxiv 26-1
syncthing 1.20.3-1
syndication 5.97.0-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
systemd 251.4-1
systemd-libs 251.4-1
systemd-sysvcompat 251.4-1
taglib 1.12-2
talloc 2.3.4-1
tar 1.34-1
tauon-music-box 7.3.2-1
tbb 2021.5.0-2
tcl 8.6.12-3
tclkit 8.6.11-1
tcpdump 4.99.1-1
tdb 1.4.7-1
telegram-desktop 4.1.1-1
terminus-font 4.49.1-2
testdisk 7.1-4
tevent 1:0.13.0-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
thunderbird 102.2.0-1
tidy 5.8.0-2
tinyxml 2.6.2-9
tomb-git 2.9.r35.g8782dab-1
tor-browser 11.5.2-1
totem-pl-parser 3.26.6-1
tpm2-tss 3.2.0-1
traceroute 2.1.0-5
tracker3 3.3.3-1
tracker3-miners 3.3.1-2
tree 2.0.2-2
tree-sitter 0.20.7-1
tslib 1.22-1
ttf-fantasque-sans-mono 1.8.0-2
ttf-fira-code 6.2-2
ttf-font-awesome 6.1.2-1
ttf-font-awesome-5 5.15.4-1
ttf-hack 3.003-3
ttf-iosevka-nerd 2.1.0-2
ttf-liberation 2.1.5-1
ttf-ms-win10-auto 10.0.19042.789-5
ttf-opensans 1.101-2
twolame 0.4.0-2
tzdata 2022c-1
uchardet 0.0.7-1
ucl 1.03-9
udiskie 2.4.2-1
udisks2 2.9.4-1
ufw 0.36.1-1
unbound 1.16.2-1
unibilium 2.1.1-1
unixodbc 2.3.11-1
unzip 6.0-19
upower 0.99.20-1
uproot-git r5.fb51847-1
upx 3.96-3
usbmuxd 1.1.1-1
usbredir 0.13.0-1
usbutils 014-2
uthash 2.3.0-1
util-linux 2.38.1-1
util-linux-libs 2.38.1-1
v4l-utils 1.22.1-1
vde2 2.3.3-1
vdpauinfo 1.5-1
vid.stab 1.1-3
vim 9.0.0354-1
vim-runtime 9.0.0354-1
virglrenderer 0.9.1-1
virt-bootstrap-git r154.7704260-1
virt-install 4.1.0-1
virt-manager 4.1.0-1
visual-studio-code-bin 1.71.0-2
vkd3d 1.4-1
